,penalties,loss,alpha,rate,eta0,accuracy
3379,l1,squared_hinge,0.0751,optimal,0.05,63.24
19632,elasticnet,squared_hinge,0.0811,optimal,0.06999999999999999,63.24
19633,elasticnet,squared_hinge,0.0811,optimal,0.08,63.24
19634,elasticnet,squared_hinge,0.0811,optimal,0.09,63.24
9855,l2,log,0.0951,optimal,0.01,63.24
3035,l1,squared_hinge,0.0371,optimal,0.03,63.24
2076,l1,modified_huber,0.0301,optimal,0.06999999999999999,63.24
3305,l1,squared_hinge,0.0671,optimal,0.03,63.24
1480,l1,log,0.0641,optimal,0.05,63.24
1481,l1,log,0.0641,optimal,0.060000000000000005,63.24
3304,l1,squared_hinge,0.0671,optimal,0.02,63.24
3303,l1,squared_hinge,0.0671,optimal,0.01,63.24
